id,Park name,Observed on,Taxon name,URL,Number of observation photo,Image number,Tagged by,Flower_Genus,Flower_species,Flower_IDer,FLW_ID_Conf,Notes,project
72808956,Broward_Tree Tops Park,4/3/2021,Eumaeus atala,https://www.inaturalist.org/observations/72808956,1,1,Lucas,Psychotria,nervosa,Toni,100%,NA,Thomas
72847531,Broward_Quiet Waters Park,4/3/2021,Strymon istapa,https://www.inaturalist.org/observations/72847531,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
72930485,Broward_Military Trail Nature Area,4/4/2021,Apis mellifera,https://www.inaturalist.org/observations/72930485,1,1,MaryJo,Serenoa,repens,Toni,100%,NA,Thomas
72944724,Broward_Markham Park,4/4/2021,Danaus plexippus,https://www.inaturalist.org/observations/72944724,1,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
73389966,Broward_Secret Woods Park,4/8/2021,Danaus plexippus,https://www.inaturalist.org/observations/73389966,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
73519066,Broward_Tradewinds Park,4/10/2021,Halictus poeyi,https://www.inaturalist.org/observations/73519066,1,1,Lucas,Erigeron,quercifolius,Toni,100%,NA,Thomas
73556545,Broward_Quiet Waters Park,4/10/2021,Leptotes cassius,https://www.inaturalist.org/observations/73556545,1,1,Lucas,Varronia,bullata,Toni,>80%,NA,Thomas
73632597,Broward_Long Key Natural Area and Nature Center,4/11/2021,Trichiotinus lunulatus,https://www.inaturalist.org/observations/73632597,4,1,Noelle,Psychotria,tremens,Jake,100%,NA,Thomas
73641163,Broward_Tradewinds Park,4/11/2021,Trigonopeltastes delta,https://www.inaturalist.org/observations/73641163,1,1,Lucas,Urena,lobata,Toni,>80%,NA,Thomas
73663668,Broward_Tradewinds Park,4/11/2021,Apis mellifera,https://www.inaturalist.org/observations/73663668,2,1,Lucas,Pluchea,NA,Toni,100%,NA,Thomas
73663673,Broward_Tradewinds Park,4/11/2021,Trigonopeltastes delta,https://www.inaturalist.org/observations/73663673,1,1,Lucas,Urena,lobata,Toni,>80%,NA,Thomas
74183232,Broward_Tradewinds Park,4/16/2021,Heliconius charithonia,https://www.inaturalist.org/observations/74183232,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
74183242,Broward_Tradewinds Park,4/16/2021,Marpesia petreus,https://www.inaturalist.org/observations/74183242,1,1,Lucas,Chrysobalanus,icaco,Toni,>80%,NA,Thomas
74183250,Broward_Tradewinds Park,4/16/2021,Apis mellifera,https://www.inaturalist.org/observations/74183250,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
74183701,Broward_Tradewinds Park,4/16/2021,Leptotes cassius,https://www.inaturalist.org/observations/74183701,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
74316187,Broward_Long Key Natural Area and Nature Center,4/17/2021,Hylephila phyleus,https://www.inaturalist.org/observations/74316187,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
74420861,Broward_Quiet Waters Park,3/14/2021,Halictus poeyi,https://www.inaturalist.org/observations/74420861,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
74421476,Broward_Tree Tops Park,4/3/2021,Eumaeus atala,https://www.inaturalist.org/observations/74421476,1,1,Jake,Psychotria,nervosa,Toni,100%,NA,Thomas
74427756,Broward_Pine Island Ridge Natural Area,4/3/2021,Dione vanillae,https://www.inaturalist.org/observations/74427756,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
74565837,Broward_Markham Park,4/19/2021,Apis mellifera,https://www.inaturalist.org/observations/74565837,7,5,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
74675821,Plantation_Plantation Preserve Park & Linear Trail,4/20/2021,Marpesia petreus,https://www.inaturalist.org/observations/74675821,NA,NA,Thomas,Psychotria,nervosa,Toni,100%,NA,NA
74675836,Plantation_Plantation Preserve Park & Linear Trail,4/20/2021,Heliconius charithonia,https://www.inaturalist.org/observations/74675836,NA,NA,Thomas,Psychotria,nervosa,Toni,100%,NA,NA
74675844,Plantation_Plantation Preserve Park & Linear Trail,4/20/2021,Erynnis horatius,https://www.inaturalist.org/observations/74675844,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
74675847,Plantation_Plantation Preserve Park & Linear Trail,4/20/2021,Erynnis horatius,https://www.inaturalist.org/observations/74675847,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
74675873,Plantation_Plantation Preserve Park & Linear Trail,4/20/2021,Erynnis horatius,https://www.inaturalist.org/observations/74675873,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
74734779,Broward_Tradewinds Park,8/23/2020,Anartia jatrophae,https://www.inaturalist.org/observations/74734779,1,1,Lucas,Sphagneticola,trilobata,Toni,100%,NA,Thomas
74773391,Plantation_Plantation Preserve Park & Linear Trail,4/21/2021,Marpesia petreus,https://www.inaturalist.org/observations/74773391,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
74790752,Broward_Miramar Pineland Natural Area,4/7/2021,Heliconius charithonia,https://www.inaturalist.org/observations/74790752,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
74986623,Broward_Tradewinds Park,4/23/2021,Apis mellifera,https://www.inaturalist.org/observations/74986623,1,1,Lucas,Mikania,scandens,Toni,100%,NA,Thomas
75220616,Broward_Military Trail Nature Area,4/25/2021,Apis mellifera,https://www.inaturalist.org/observations/75220616,1,1,MaryJo,Serenoa,repens,Toni,100%,NA,Thomas
75645267,Broward_Snake Warriors Island,4/28/2021,Hylephila phyleus,https://www.inaturalist.org/observations/75645267,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
75671315,Broward_Snake Warriors Island,4/16/2021,Erynnis horatius,https://www.inaturalist.org/observations/75671315,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
75694928,Broward_Snake Warriors Island,4/18/2021,Dryas iulia,https://www.inaturalist.org/observations/75694928,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
75875750,Broward_Vista View Park,4/16/2021,Apis mellifera,https://www.inaturalist.org/observations/75875750,NA,NA,Thomas,Trifolium,repens,Toni,100%,NA,NA
76510077,Broward_Long Key Natural Area and Nature Center,5/1/2021,Nathalis iole,https://www.inaturalist.org/observations/76510077,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
76595054,Broward_Helene Klein Pineland Preserve,5/2/2021,Heliconius charithonia,https://www.inaturalist.org/observations/76595054,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
77023195,Broward_Anne Kolb Nature Center,5/1/2021,Heliconius charithonia,https://www.inaturalist.org/observations/77023195,2,2,Noelle,Psychotria,nervosa,Lange,NA,Palm in second photo,Thomas
77705871,Broward_Long Key Natural Area and Nature Center,5/2/2021,Ascia monuste,https://www.inaturalist.org/observations/77705871,1,1,Noelle,Psychotria,nervosa,Jake,100%,NA,Thomas
77709066,Broward_Markham Park,5/2/2021,Heliconius charithonia,https://www.inaturalist.org/observations/77709066,1,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
77746356,Broward_Crystal Lake Sand Pine Scrub,5/2/2021,Nathalis iole,https://www.inaturalist.org/observations/77746356,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
77986956,Broward_Quiet Waters Park,5/8/2021,Pyrausta tyralis,https://www.inaturalist.org/observations/77986956,4,3,Lucas,Spermacoce,verticillata,Toni,>80%,NA,Thomas
78063428,Plantation_Plantation Preserve Park & Linear Trail,5/2/2021,Danaus plexippus,https://www.inaturalist.org/observations/78063428,NA,NA,Thomas,Bursera,simaruba,Toni,100%,NA,NA
78164980,Fort Lauderdale_Snyder Park,5/9/2021,Phoebis statira,https://www.inaturalist.org/observations/78164980,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
78164981,Fort Lauderdale_Snyder Park,5/9/2021,Phoebis statira,https://www.inaturalist.org/observations/78164981,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
78164983,Fort Lauderdale_Snyder Park,5/9/2021,Phoebis philea,https://www.inaturalist.org/observations/78164983,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
79093500,Broward_Fern Forest Nature Center,5/16/2021,Heraclides cresphontes,https://www.inaturalist.org/observations/79093500,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
79093518,Broward_Fern Forest Nature Center,5/16/2021,Danaus plexippus,https://www.inaturalist.org/observations/79093518,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
79845183,Broward_Miramar Pineland Natural Area,5/15/2021,Erynnis horatius,https://www.inaturalist.org/observations/79845183,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
80094629,Broward_Tradewinds Park,5/23/2021,Phoebis statira,https://www.inaturalist.org/observations/80094629,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
80094630,Broward_Tradewinds Park,5/23/2021,Phoebis statira,https://www.inaturalist.org/observations/80094630,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
80094631,Broward_Tradewinds Park,5/23/2021,Phoebis statira,https://www.inaturalist.org/observations/80094631,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
80094632,Broward_Tradewinds Park,5/23/2021,Phoebis philea,https://www.inaturalist.org/observations/80094632,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
80094634,Broward_Tradewinds Park,5/23/2021,Nathalis iole,https://www.inaturalist.org/observations/80094634,1,1,Lucas,Spermacoce,verticillata,Toni,>80%,NA,Thomas
80094635,Broward_Tradewinds Park,5/23/2021,Strymon istapa,https://www.inaturalist.org/observations/80094635,1,1,Lucas,Croton,galndulosus,Toni,100%,NA,Thomas
80094638,Broward_Tradewinds Park,5/23/2021,Heliconius charithonia,https://www.inaturalist.org/observations/80094638,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
80094640,Broward_Tradewinds Park,5/23/2021,Pontia protodice,https://www.inaturalist.org/observations/80094640,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
80094643,Broward_Tradewinds Park,5/23/2021,Nathalis iole,https://www.inaturalist.org/observations/80094643,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
81238253,Broward_Tradewinds Park,5/31/2021,Erynnis horatius,https://www.inaturalist.org/observations/81238253,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
81939260,Broward_Tradewinds Park,6/6/2021,Phoebis statira,https://www.inaturalist.org/observations/81939260,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
82291923,Broward_Markham Park,6/9/2021,Cymaenes tripunctus,https://www.inaturalist.org/observations/82291923,1,1,Tessa,Stachytarpheta,jamaicensis,Toni,100%,NA,Thomas
82299656,Broward_Markham Park,9/22/2018,Apis mellifera,https://www.inaturalist.org/observations/82299656,2,1,Tessa,Bidens,alba,Toni,100%,NA,Thomas
82860181,Broward_Tradewinds Park,6/12/2021,Syngamia florella,https://www.inaturalist.org/observations/82860181,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
82860188,Broward_Tradewinds Park,6/12/2021,Leptotes cassius,https://www.inaturalist.org/observations/82860188,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
82929104,Broward_Secret Woods Park,6/12/2021,Cymaenes tripunctus,https://www.inaturalist.org/observations/82929104,1,1,Lucas,Coccoloba,sp.,Lange,NA,NA,Thomas
83331530,Broward_Markham Park,1/8/2020,Heliconius charithonia,https://www.inaturalist.org/observations/83331530,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
84004758,Broward_Tradewinds Park,6/20/2021,Strymon istapa,https://www.inaturalist.org/observations/84004758,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
84004763,Broward_Tradewinds Park,6/20/2021,Anartia jatrophae,https://www.inaturalist.org/observations/84004763,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
84004768,Broward_Tradewinds Park,6/20/2021,Syngamia florella,https://www.inaturalist.org/observations/84004768,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
84185912,Broward_Markham Park,6/23/2021,Phyciodes phaon,https://www.inaturalist.org/observations/84185912,NA,NA,Thomas,Phyla,nodiflora,Toni,100%,NA,NA
84186104,Broward_Markham Park,6/23/2021,Nathalis iole,https://www.inaturalist.org/observations/84186104,1,1,Tessa,Spermacoce,verticillata,Jake,100%,NA,Thomas
84492405,Broward_Tradewinds Park,6/25/2021,Erynnis horatius,https://www.inaturalist.org/observations/84492405,1,1,Lucas,Chrysobalanus,icaco,Toni,100%,NA,Thomas
85137714,Plantation_Volunteer Park,6/30/2021,Nathalis iole,https://www.inaturalist.org/observations/85137714,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
85505330,Broward_Quiet Waters Park,7/3/2021,Apis mellifera,https://www.inaturalist.org/observations/85505330,NA,NA,Thomas,Russelia,equisetiformis,Lange,<80%,Low photo quality,NA
86115684,Broward_Tree Tops Park,1/10/2011,Dione vanillae,https://www.inaturalist.org/observations/86115684,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
86364400,Broward_Tradewinds Park,7/9/2021,Dione vanillae,https://www.inaturalist.org/observations/86364400,1,1,Lucas,Caesalpinia,pulcherrima,Toni,100%,NA,Thomas
86489083,Broward_Quiet Waters Park,7/10/2021,Pyrausta tyralis,https://www.inaturalist.org/observations/86489083,NA,NA,Thomas,Sphagneticola,trilobata,Toni,100%,NA,NA
86650955,Broward_Quiet Waters Park,7/10/2021,Burnsius oileus,https://www.inaturalist.org/observations/86650955,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
86650958,Broward_Quiet Waters Park,7/10/2021,Thorybes dorantes,https://www.inaturalist.org/observations/86650958,1,1,Lucas,Bidens,alba,Lange,NA,NA,Thomas
87178740,Broward_Markham Park,7/7/2021,Limenitis archippus,https://www.inaturalist.org/observations/87178740,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
87178840,Broward_Markham Park,7/7/2021,Anartia jatrophae,https://www.inaturalist.org/observations/87178840,1,1,Tessa,Phyla,nodiflora,Toni,100%,NA,Thomas
87179450,Broward_Markham Park,7/5/2021,Papilio palamedes,https://www.inaturalist.org/observations/87179450,1,1,Noelle,Catharanthus,roseus,Toni,100%,NA,Thomas
87179538,Broward_Markham Park,7/5/2021,Leptotes cassius,https://www.inaturalist.org/observations/87179538,1,1,Noelle,Acanthaceae,NA,Lange,NA,NA,Thomas
87482478,Broward_Tradewinds Park,7/17/2021,Erynnis horatius,https://www.inaturalist.org/observations/87482478,1,1,Lucas,Sphagneticola,trilobata,Toni,100%,NA,Thomas
87482481,Broward_Tradewinds Park,7/17/2021,Danaus eresimus,https://www.inaturalist.org/observations/87482481,1,1,Lucas,Sphagneticola,trilobata,Toni,100%,NA,Thomas
87482482,Broward_Quiet Waters Park,7/17/2021,Eurema daira,https://www.inaturalist.org/observations/87482482,1,1,Lucas,Sida,ulmifolia,Toni,100%,NA,Thomas
87482483,Broward_Quiet Waters Park,7/17/2021,Erynnis horatius,https://www.inaturalist.org/observations/87482483,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
87482488,Broward_Quiet Waters Park,7/17/2021,Cymaenes tripunctus,https://www.inaturalist.org/observations/87482488,1,1,Lucas,Sphagneticola,trilobata,Toni,100%,NA,Thomas
87482490,Broward_Quiet Waters Park,7/17/2021,Phoebis agarithe,https://www.inaturalist.org/observations/87482490,1,1,Lucas,Hamelia,patens,Toni,100%,NA,Thomas
87580758,Broward_Highlands Scrub Natural Area,7/18/2021,Dione vanillae,https://www.inaturalist.org/observations/87580758,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
87642256,Broward_Markham Park,7/18/2021,Anartia jatrophae,https://www.inaturalist.org/observations/87642256,3,1,Noelle,Desmodium,incanum,Toni,>80%,NA,Thomas
88473154,Broward_Long Key Natural Area and Nature Center,7/24/2021,Hylephila phyleus,https://www.inaturalist.org/observations/88473154,1,1,Noelle,Sphagneticola,trilobata,Jake,100%,NA,Thomas
88976252,Dania Beach_Linear Park,7/28/2021,Dryas iulia,https://www.inaturalist.org/observations/88976252,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
88990758,Broward_Tree Tops Park,7/28/2021,Anartia jatrophae,https://www.inaturalist.org/observations/88990758,1,1,Lucas,Spermacoce,verticillata,Toni,100%,NA,Thomas
88992432,Broward_Tree Tops Park,7/28/2021,Syngamia florella,https://www.inaturalist.org/observations/88992432,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
88992481,Broward_Tree Tops Park,7/28/2021,Cymaenes tripunctus,https://www.inaturalist.org/observations/88992481,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
88994960,Broward_Tree Tops Park,7/28/2021,Agapostemon splendens,https://www.inaturalist.org/observations/88994960,2,1,Lucas,Sagittaria,NA,Toni,100%,NA,Thomas
88995082,Broward_Tree Tops Park,7/28/2021,Agapostemon splendens,https://www.inaturalist.org/observations/88995082,1,1,Lucas,Pontederia,cordata,Toni,>80%,NA,Thomas
89124099,Broward_Fern Forest Nature Center,7/29/2021,Apis mellifera,https://www.inaturalist.org/observations/89124099,NA,NA,Thomas,Sabal,palmetto,Toni,<80%,NA,NA
89124132,Broward_Fern Forest Nature Center,7/29/2021,Danaus plexippus,https://www.inaturalist.org/observations/89124132,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
89124134,Broward_Fern Forest Nature Center,7/29/2021,Systoechus solitus,https://www.inaturalist.org/observations/89124134,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
89139923,Broward_Quiet Waters Park,7/25/2021,Apis mellifera,https://www.inaturalist.org/observations/89139923,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
89251420,Broward_Long Key Natural Area and Nature Center,7/30/2021,Hylephila phyleus,https://www.inaturalist.org/observations/89251420,1,1,Noelle,Richardia,grandiflora,Jake,100%,NA,Thomas
89559674,Broward_Tradewinds Park,8/1/2021,Apis mellifera,https://www.inaturalist.org/observations/89559674,1,1,Lucas,Lagerstroemia,eciosa,Toni,100%,NA,Thomas
89566505,Broward_Kristin Jacobs Natural Area at Hillsboro Pineland,8/1/2021,Danaus plexippus,https://www.inaturalist.org/observations/89566505,NA,NA,Thomas,Pontederia,cordata,Toni,100%,NA,NA
89811890,Broward_Tree Tops Park,7/28/2021,Dione vanillae,https://www.inaturalist.org/observations/89811890,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
89811891,Broward_Tree Tops Park,7/28/2021,Dione vanillae,https://www.inaturalist.org/observations/89811891,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
89903047,Broward_Tree Tops Park,7/26/2021,Apis mellifera,https://www.inaturalist.org/observations/89903047,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
90306309,Broward_Quiet Waters Park,8/7/2021,Halictus poeyi,https://www.inaturalist.org/observations/90306309,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
90306312,Broward_Quiet Waters Park,8/7/2021,Coelioxys dolichos,https://www.inaturalist.org/observations/90306312,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
90306318,Broward_Quiet Waters Park,8/7/2021,Dione vanillae,https://www.inaturalist.org/observations/90306318,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
90306320,Broward_Quiet Waters Park,8/7/2021,Apis mellifera,https://www.inaturalist.org/observations/90306320,NA,NA,Thomas,Calliandra,NA,Toni,100%,NA,NA
90349832,Pembroke Pines_Chapel Trail Nature Preserve,8/7/2021,Danaus gilippus,https://www.inaturalist.org/observations/90349832,4,1,Lucas,Funastrum,clausum,Toni,100%,NA,Thomas
90349925,Pembroke Pines_Chapel Trail Nature Preserve,8/7/2021,Danaus gilippus,https://www.inaturalist.org/observations/90349925,1,1,Lucas,Sagittaria,NA,Toni,100%,NA,Thomas
90537814,Sunrise_Oak Hammock-Passive Park,8/8/2021,Apis mellifera,https://www.inaturalist.org/observations/90537814,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
90809996,Dania Beach_Linear Park,8/11/2021,Heliconius charithonia,https://www.inaturalist.org/observations/90809996,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
90830231,Broward_Long Key Natural Area and Nature Center,8/11/2021,Anartia jatrophae,https://www.inaturalist.org/observations/90830231,1,1,Noelle,Phyla,nodiflora,Jake,100%,NA,Thomas
90830296,Broward_Long Key Natural Area and Nature Center,8/11/2021,Euglossa dilemma,https://www.inaturalist.org/observations/90830296,5,1,Noelle,Hamelia,patens,Jake,100%,NA,Thomas
90830301,Broward_Long Key Natural Area and Nature Center,8/11/2021,Apis mellifera,https://www.inaturalist.org/observations/90830301,1,1,Noelle,Hamelia,patens,Jake,100%,NA,Thomas
90830302,Broward_Long Key Natural Area and Nature Center,8/11/2021,Euglossa dilemma,https://www.inaturalist.org/observations/90830302,7,1,Noelle,Hamelia,patens,Jake,100%,NA,Thomas
90830395,Broward_Long Key Natural Area and Nature Center,8/11/2021,Asbolis capucinus,https://www.inaturalist.org/observations/90830395,2,1,Noelle,Sida,ulmifolia,Jake,100%,NA,Thomas
